StoreNo,StationAddress,BusDate,DayName,Week,Month,Period,Year,Account,RetailPrice,SalesUnits,GrossProfit,RawMargin
0000,The site,2021-01-15,Fri,3,Jan,2021-01,2021,1Regular,2.2990,8129.88,1538.51,0.1892
0000,The site,2021-01-15,Fri,3,Jan,2021-01,2021,2Mid-Grade,2.7990,638.11,426.17,0.6679
0000,The site,2021-01-15,Fri,3,Jan,2021-01,2021,3Premium,2.8990,1161.75,832.04,0.7162
0000,The site,2021-01-16,Sat,3,Jan,2021-01,2021,1Regular,2.2990,9322.43,1901.52,0.2040
0000,The site,2021-01-16,Sat,3,Jan,2021-01,2021,2Mid-Grade,2.7990,520.12,327.13,0.6290
0000,The site,2021-01-16,Sat,3,Jan,2021-01,2021,3Premium,2.8990,1760.89,1262.50,0.7170
0000,The site,2021-01-17,Sun,4,Jan,2021-01,2021,1Regular,2.2990,7624.40,1636.49,0.2146
0000,The site,2021-01-17,Sun,4,Jan,2021-01,2021,2Mid-Grade,2.7990,426.48,286.83,0.6726
0000,The site,2021-01-17,Sun,4,Jan,2021-01,2021,3Premium,2.8990,1294.37,934.31,0.7218
0000,The site,2021-01-18,Mon,4,Jan,2021-01,2021,1Regular,2.2990,8784.91,1917.96,0.2183
0000,The site,2021-01-18,Mon,4,Jan,2021-01,2021,2Mid-Grade,2.7990,447.36,307.91,0.6883
0000,The site,2021-01-18,Mon,4,Jan,2021-01,2021,3Premium,2.8990,1485.58,1074.54,0.7233
0000,The site,2021-01-19,Tue,4,Jan,2021-01,2021,1Regular,2.2990,7499.31,1654.14,0.2206
0000,The site,2021-01-19,Tue,4,Jan,2021-01,2021,2Mid-Grade,2.7990,428.72,295.77,0.6899
0000,The site,2021-01-19,Tue,4,Jan,2021-01,2021,3Premium,2.8990,1307.88,947.42,0.7244
0000,The site,2021-01-20,Wed,4,Jan,2021-01,2021,1Regular,2.2990,6958.94,1552.57,0.2231
0000,The site,2021-01-20,Wed,4,Jan,2021-01,2021,2Mid-Grade,2.7990,336.88,232.74,0.6909
0000,The site,2021-01-20,Wed,4,Jan,2021-01,2021,3Premium,2.8990,1035.58,746.56,0.7209
0000,The site,2021-01-21,Thu,4,Jan,2021-01,2021,1Regular,2.2990,7123.25,1518.14,0.2131
0000,The site,2021-01-21,Thu,4,Jan,2021-01,2021,2Mid-Grade,2.7990,370.28,253.64,0.6850
0000,The site,2021-01-21,Thu,4,Jan,2021-01,2021,3Premium,2.8990,1146.42,829.58,0.7236
0000,The site,2021-01-22,Fri,4,Jan,2021-01,2021,1Regular,2.2990,8164.46,1797.52,0.2202
0000,The site,2021-01-22,Fri,4,Jan,2021-01,2021,2Mid-Grade,2.7990,528.31,364.16,0.6893
0000,The site,2021-01-22,Fri,4,Jan,2021-01,2021,3Premium,2.8990,1201.72,862.20,0.7175
0000,The site,2021-01-23,Sat,4,Jan,2021-01,2021,1Regular,2.2990,8980.75,1899.43,0.2115
0000,The site,2021-01-23,Sat,4,Jan,2021-01,2021,2Mid-Grade,2.7990,640.54,440.10,0.6871
0000,The site,2021-01-23,Sat,4,Jan,2021-01,2021,3Premium,2.8990,1474.60,1058.00,0.7175
0000,The site,2021-01-24,Sun,5,Jan,2021-01,2021,1Regular,2.2990,8624.84,1852.31,0.2148
0000,The site,2021-01-24,Sun,5,Jan,2021-01,2021,2Mid-Grade,2.7990,380.64,260.79,0.6851
0000,The site,2021-01-24,Sun,5,Jan,2021-01,2021,3Premium,2.8990,1396.96,1005.75,0.7200
0000,The site,2021-01-25,Mon,5,Jan,2021-01,2021,1Regular,2.2990,7339.28,1561.90,0.2128
0000,The site,2021-01-25,Mon,5,Jan,2021-01,2021,2Mid-Grade,2.7990,339.23,223.35,0.6584
0000,The site,2021-01-25,Mon,5,Jan,2021-01,2021,3Premium,2.8990,1104.56,781.56,0.7076
0000,The site,2021-01-26,Tue,5,Jan,2021-01,2021,1Regular,2.2990,6359.42,1291.57,0.2031
0000,The site,2021-01-26,Tue,5,Jan,2021-01,2021,2Mid-Grade,2.7990,388.21,246.45,0.6348
0000,The site,2021-01-26,Tue,5,Jan,2021-01,2021,3Premium,2.8990,909.30,653.34,0.7185
0000,The site,2021-01-27,Wed,5,Jan,2021-01,2021,1Regular,2.2990,7217.72,1423.82,0.1973
0000,The site,2021-01-27,Wed,5,Jan,2021-01,2021,2Mid-Grade,2.7990,461.45,310.04,0.6719
0000,The site,2021-01-27,Wed,5,Jan,2021-01,2021,3Premium,2.8990,1382.72,959.61,0.6940
0000,The site,2021-01-28,Thu,5,Jan,2021-01,2021,1Regular,2.2990,7264.94,1445.11,0.1989
0000,The site,2021-01-28,Thu,5,Jan,2021-01,2021,2Mid-Grade,2.7990,409.05,273.63,0.6689
0000,The site,2021-01-28,Thu,5,Jan,2021-01,2021,3Premium,2.8990,1170.34,812.55,0.6943
0000,The site,2021-01-29,Fri,5,Jan,2021-01,2021,1Regular,2.2990,10978.88,2105.42,0.1918
0000,The site,2021-01-29,Fri,5,Jan,2021-01,2021,2Mid-Grade,2.7990,619.14,405.67,0.6552
0000,The site,2021-01-29,Fri,5,Jan,2021-01,2021,3Premium,2.8990,1585.52,1088.23,0.6864
0000,The site,2021-01-30,Sat,5,Jan,2021-01,2021,1Regular,2.2990,13942.64,2875.66,0.2062
0000,The site,2021-01-30,Sat,5,Jan,2021-01,2021,2Mid-Grade,2.7990,767.11,516.09,0.6728
0000,The site,2021-01-30,Sat,5,Jan,2021-01,2021,3Premium,2.8990,2313.13,1617.30,0.6992
0000,The site,2021-01-31,Sun,6,Jan,2021-01,2021,1Regular,2.2990,3494.93,744.67,0.2131
0000,The site,2021-01-31,Sun,6,Jan,2021-01,2021,2Mid-Grade,2.7990,186.78,127.16,0.6808
0000,The site,2021-01-31,Sun,6,Jan,2021-01,2021,3Premium,2.8990,627.74,445.99,0.7105
0000,The site,2021-02-01,Mon,6,Feb,2021-02,2021,1Regular,2.2990,3925.14,845.82,0.2155
0000,The site,2021-02-01,Mon,6,Feb,2021-02,2021,2Mid-Grade,2.7990,243.75,165.94,0.6808
0000,The site,2021-02-01,Mon,6,Feb,2021-02,2021,3Premium,2.8990,411.63,292.11,0.7096
0000,The site,2021-02-02,Tue,6,Feb,2021-02,2021,1Regular,2.2990,5146.71,1028.62,0.1999
0000,The site,2021-02-02,Tue,6,Feb,2021-02,2021,2Mid-Grade,2.7990,177.81,118.76,0.6679
0000,The site,2021-02-02,Tue,6,Feb,2021-02,2021,3Premium,2.8990,748.92,524.51,0.7004
0000,The site,2021-02-03,Wed,6,Feb,2021-02,2021,1Regular,2.2990,5900.83,1186.10,0.2010
0000,The site,2021-02-03,Wed,6,Feb,2021-02,2021,2Mid-Grade,2.7990,417.70,279.06,0.6681
0000,The site,2021-02-03,Wed,6,Feb,2021-02,2021,3Premium,2.8990,868.99,608.58,0.7003
0000,The site,2021-02-04,Thu,6,Feb,2021-02,2021,1Regular,2.2990,7378.55,1139.68,0.1545
0000,The site,2021-02-04,Thu,6,Feb,2021-02,2021,2Mid-Grade,2.7990,400.31,250.35,0.6254
0000,The site,2021-02-04,Thu,6,Feb,2021-02,2021,3Premium,2.8990,1146.19,759.08,0.6623
0000,The site,2021-02-05,Fri,6,Feb,2021-02,2021,1Regular,2.2990,9199.09,1352.60,0.1470
0000,The site,2021-02-05,Fri,6,Feb,2021-02,2021,2Mid-Grade,2.7990,604.09,374.92,0.6206
0000,The site,2021-02-05,Fri,6,Feb,2021-02,2021,3Premium,2.8990,1571.07,1040.46,0.6623
0000,The site,2021-02-06,Sat,6,Feb,2021-02,2021,1Regular,2.2990,11605.61,1660.62,0.1431
0000,The site,2021-02-06,Sat,6,Feb,2021-02,2021,2Mid-Grade,2.7990,516.63,317.13,0.6138
0000,The site,2021-02-06,Sat,6,Feb,2021-02,2021,3Premium,2.8990,1988.47,1298.28,0.6529
0000,The site,2021-02-07,Sun,7,Feb,2021-02,2021,1Regular,2.2990,5113.51,677.56,0.1325
0000,The site,2021-02-07,Sun,7,Feb,2021-02,2021,2Mid-Grade,2.7990,323.79,196.54,0.6070
0000,The site,2021-02-07,Sun,7,Feb,2021-02,2021,3Premium,2.8990,996.69,642.43,0.6446
0000,The site,2021-02-08,Mon,7,Feb,2021-02,2021,1Regular,2.2990,7073.25,950.20,0.1343
0000,The site,2021-02-08,Mon,7,Feb,2021-02,2021,2Mid-Grade,2.7990,541.08,327.40,0.6051
0000,The site,2021-02-08,Mon,7,Feb,2021-02,2021,3Premium,2.8990,1181.63,756.51,0.6402
0000,The site,2021-02-09,Tue,7,Feb,2021-02,2021,1Regular,2.2990,8610.27,1156.29,0.1343
0000,The site,2021-02-09,Tue,7,Feb,2021-02,2021,2Mid-Grade,2.7990,485.18,293.56,0.6051
0000,The site,2021-02-09,Tue,7,Feb,2021-02,2021,3Premium,2.8990,1317.07,843.18,0.6402
0000,The site,2021-02-10,Wed,7,Feb,2021-02,2021,1Regular,2.2990,9159.67,1104.15,0.1205
0000,The site,2021-02-10,Wed,7,Feb,2021-02,2021,2Mid-Grade,2.7990,577.94,341.69,0.5912
0000,The site,2021-02-10,Wed,7,Feb,2021-02,2021,3Premium,2.8990,1240.43,782.00,0.6304
0000,The site,2021-02-11,Thu,7,Feb,2021-02,2021,1Regular,2.2990,7055.15,877.31,0.1244
0000,The site,2021-02-11,Thu,7,Feb,2021-02,2021,2Mid-Grade,2.7990,384.79,229.34,0.5960
0000,The site,2021-02-11,Thu,7,Feb,2021-02,2021,3Premium,2.8990,1022.14,645.00,0.6310
0000,The site,2021-02-12,Fri,7,Feb,2021-02,2021,1Regular,2.2990,9744.36,1245.90,0.1279
0000,The site,2021-02-12,Fri,7,Feb,2021-02,2021,2Mid-Grade,2.7990,446.26,266.46,0.5971
0000,The site,2021-02-12,Fri,7,Feb,2021-02,2021,3Premium,2.8990,1516.60,955.51,0.6300
0000,The site,2021-02-13,Sat,7,Feb,2021-02,2021,1Regular,2.2990,5965.34,662.14,0.1110
0000,The site,2021-02-13,Sat,7,Feb,2021-02,2021,2Mid-Grade,2.7990,200.95,117.78,0.5861
0000,The site,2021-02-13,Sat,7,Feb,2021-02,2021,3Premium,2.8990,1103.47,693.64,0.6286
0000,The site,2021-02-14,Sun,8,Feb,2021-02,2021,1Regular,2.2990,8426.00,890.08,0.1056
0000,The site,2021-02-14,Sun,8,Feb,2021-02,2021,2Mid-Grade,2.7990,359.09,207.40,0.5776
0000,The site,2021-02-14,Sun,8,Feb,2021-02,2021,3Premium,2.8990,1090.94,674.02,0.6178
0000,The site,2021-02-15,Mon,8,Feb,2021-02,2021,1Regular,2.2990,9339.25,1109.01,0.1187
0000,The site,2021-02-15,Mon,8,Feb,2021-02,2021,2Mid-Grade,2.7990,584.97,348.00,0.5949
0000,The site,2021-02-15,Mon,8,Feb,2021-02,2021,3Premium,2.8990,1027.36,652.00,0.6346
0000,The site,2021-02-16,Tue,8,Feb,2021-02,2021,1Regular,2.3390,8004.52,1121.60,0.1401
0000,The site,2021-02-16,Tue,8,Feb,2021-02,2021,2Mid-Grade,2.8390,467.58,290.91,0.6222
0000,The site,2021-02-16,Tue,8,Feb,2021-02,2021,3Premium,2.9390,1299.49,853.89,0.6571
0000,The site,2021-02-17,Wed,8,Feb,2021-02,2021,1Regular,2.3590,11655.17,1546.01,0.1326
0000,The site,2021-02-17,Wed,8,Feb,2021-02,2021,2Mid-Grade,2.8590,733.45,433.87,0.5915
0000,The site,2021-02-17,Wed,8,Feb,2021-02,2021,3Premium,2.9590,1616.49,1090.04,0.6743
0000,The site,2021-02-18,Thu,8,Feb,2021-02,2021,1Regular,2.4390,3051.57,419.81,0.1376
0000,The site,2021-02-18,Thu,8,Feb,2021-02,2021,2Mid-Grade,2.9390,131.61,81.73,0.6210
0000,The site,2021-02-18,Thu,8,Feb,2021-02,2021,3Premium,3.0390,281.62,197.57,0.7015
0000,The site,2021-02-19,Fri,8,Feb,2021-02,2021,1Regular,2.4390,6642.69,919.32,0.1384
0000,The site,2021-02-19,Fri,8,Feb,2021-02,2021,2Mid-Grade,2.9390,434.35,280.78,0.6464
0000,The site,2021-02-19,Fri,8,Feb,2021-02,2021,3Premium,3.0390,924.24,677.40,0.7329
0000,The site,2021-02-20,Sat,8,Feb,2021-02,2021,1Regular,2.4390,9020.23,1221.04,0.1354
0000,The site,2021-02-20,Sat,8,Feb,2021-02,2021,2Mid-Grade,2.9390,564.15,352.41,0.6247
0000,The site,2021-02-20,Sat,8,Feb,2021-02,2021,3Premium,3.0390,1246.95,837.88,0.6719
0000,The site,2021-02-21,Sun,9,Feb,2021-02,2021,1Regular,2.4390,8900.92,1274.72,0.1432
0000,The site,2021-02-21,Sun,9,Feb,2021-02,2021,2Mid-Grade,2.9390,530.05,331.95,0.6263
0000,The site,2021-02-21,Sun,9,Feb,2021-02,2021,3Premium,3.0390,1550.10,1057.92,0.6825
0000,The site,2021-02-22,Mon,9,Feb,2021-02,2021,1Regular,2.4990,6520.82,944.24,0.1448
0000,The site,2021-02-22,Mon,9,Feb,2021-02,2021,2Mid-Grade,2.9990,344.11,213.81,0.6213
0000,The site,2021-02-22,Mon,9,Feb,2021-02,2021,3Premium,3.0990,1053.72,704.34,0.6684
0000,The site,2021-02-23,Tue,9,Feb,2021-02,2021,1Regular,2.5990,7205.49,1490.59,0.2069
0000,The site,2021-02-23,Tue,9,Feb,2021-02,2021,2Mid-Grade,3.0990,465.35,319.95,0.6875
0000,The site,2021-02-23,Tue,9,Feb,2021-02,2021,3Premium,3.1990,1240.76,909.25,0.7328
0000,The site,2021-02-24,Wed,9,Feb,2021-02,2021,1Regular,2.5990,7158.62,1583.21,0.2212
0000,The site,2021-02-24,Wed,9,Feb,2021-02,2021,2Mid-Grade,3.0990,452.99,314.69,0.6947
0000,The site,2021-02-24,Wed,9,Feb,2021-02,2021,3Premium,3.1990,1285.26,964.54,0.7505
0000,The site,2021-02-25,Thu,9,Feb,2021-02,2021,1Regular,2.6590,7002.95,1843.13,0.2632
0000,The site,2021-02-25,Thu,9,Feb,2021-02,2021,2Mid-Grade,3.1590,546.41,403.98,0.7393
0000,The site,2021-02-25,Thu,9,Feb,2021-02,2021,3Premium,3.2590,1209.02,949.20,0.7851
0000,The site,2021-02-26,Fri,9,Feb,2021-02,2021,1Regular,2.6590,7942.97,2078.92,0.2617
0000,The site,2021-02-26,Fri,9,Feb,2021-02,2021,2Mid-Grade,3.1590,324.94,238.28,0.7333
0000,The site,2021-02-26,Fri,9,Feb,2021-02,2021,3Premium,3.2590,1148.92,894.53,0.7786
0000,The site,2021-02-27,Sat,9,Feb,2021-02,2021,1Regular,2.6590,8647.26,2512.97,0.2906
0000,The site,2021-02-27,Sat,9,Feb,2021-02,2021,2Mid-Grade,3.1590,526.04,402.69,0.7655
0000,The site,2021-02-27,Sat,9,Feb,2021-02,2021,3Premium,3.2590,1319.46,1037.45,0.7863
0000,The site,2021-02-28,Sun,10,Feb,2021-02,2021,1Regular,2.6590,7492.16,2180.62,0.2911
0000,The site,2021-02-28,Sun,10,Feb,2021-02,2021,2Mid-Grade,3.1590,390.01,296.67,0.7607
0000,The site,2021-02-28,Sun,10,Feb,2021-02,2021,3Premium,3.2590,1218.56,964.61,0.7916
0000,The site,2021-03-01,Mon,10,Mar,2021-03,2021,1Regular,2.6990,7628.57,2260.12,0.2963
0000,The site,2021-03-01,Mon,10,Mar,2021-03,2021,2Mid-Grade,3.1990,423.64,313.21,0.7393
0000,The site,2021-03-01,Mon,10,Mar,2021-03,2021,3Premium,3.2990,1202.13,940.39,0.7823
0000,The site,2021-03-02,Tue,10,Mar,2021-03,2021,1Regular,3.5590,7029.74,2104.29,0.2993
0000,The site,2021-03-02,Tue,10,Mar,2021-03,2021,2Mid-Grade,4.0590,362.29,276.51,0.7632
0000,The site,2021-03-02,Tue,10,Mar,2021-03,2021,3Premium,4.2590,1159.23,918.64,0.7925
0000,The site,2021-03-03,Wed,10,Mar,2021-03,2021,2Mid-Grade,3.2590,481.58,391.15,0.8122
0000,The site,2021-03-03,Wed,10,Mar,2021-03,2021,3Premium,3.3590,1113.40,940.47,0.8447
0000,The site,2021-03-03,Wed,10,Mar,2021-03,2021,1Regular,2.7590,6453.86,2201.47,0.3411
0000,The site,2021-03-04,Thu,10,Mar,2021-03,2021,2Mid-Grade,3.2590,463.92,370.03,0.7976
0000,The site,2021-03-04,Thu,10,Mar,2021-03,2021,3Premium,3.3590,1050.91,865.69,0.8238
0000,The site,2021-03-04,Thu,10,Mar,2021-03,2021,1Regular,2.7590,7287.48,2404.86,0.3300
0000,The site,2021-03-05,Fri,10,Mar,2021-03,2021,2Mid-Grade,3.2590,588.91,469.17,0.7967
0000,The site,2021-03-05,Fri,10,Mar,2021-03,2021,3Premium,3.3590,1291.70,1037.63,0.8033
0000,The site,2021-03-05,Fri,10,Mar,2021-03,2021,1Regular,2.7590,7905.24,2625.82,0.3322
0000,The site,2021-03-06,Sat,10,Mar,2021-03,2021,2Mid-Grade,3.2590,722.05,556.28,0.7704
0000,The site,2021-03-06,Sat,10,Mar,2021-03,2021,3Premium,3.3590,1488.96,1225.59,0.8231
0000,The site,2021-03-06,Sat,10,Mar,2021-03,2021,1Regular,2.7590,8905.17,2682.88,0.3013
0000,The site,2021-03-07,Sun,11,Mar,2021-03,2021,2Mid-Grade,3.2590,527.79,393.93,0.7464
0000,The site,2021-03-07,Sun,11,Mar,2021-03,2021,3Premium,3.3590,1381.81,1062.39,0.7688
0000,The site,2021-03-07,Sun,11,Mar,2021-03,2021,1Regular,2.7590,8468.73,2395.65,0.2829
0000,The site,2021-03-08,Mon,11,Mar,2021-03,2021,2Mid-Grade,3.2590,339.03,249.59,0.7362
0000,The site,2021-03-08,Mon,11,Mar,2021-03,2021,3Premium,3.3590,1166.15,870.26,0.7463
0000,The site,2021-03-08,Mon,11,Mar,2021-03,2021,1Regular,2.7590,6949.55,1938.94,0.2790
0000,The site,2021-03-09,Tue,11,Mar,2021-03,2021,2Mid-Grade,3.2590,401.50,295.71,0.7365
0000,The site,2021-03-09,Tue,11,Mar,2021-03,2021,3Premium,3.3590,1233.72,909.18,0.7369
0000,The site,2021-03-09,Tue,11,Mar,2021-03,2021,1Regular,2.7590,7308.96,2084.92,0.2853
0000,The site,2021-03-10,Wed,11,Mar,2021-03,2021,2Mid-Grade,3.2590,499.55,371.23,0.7431
0000,The site,2021-03-10,Wed,11,Mar,2021-03,2021,3Premium,3.3590,1083.03,822.36,0.7593
0000,The site,2021-03-10,Wed,11,Mar,2021-03,2021,1Regular,2.7590,7084.83,2129.62,0.3006
0000,The site,2021-03-11,Thu,11,Mar,2021-03,2021,1Regular,2.7990,7354.41,1933.69,0.2629
0000,The site,2021-03-11,Thu,11,Mar,2021-03,2021,2Mid-Grade,3.2990,452.63,333.39,0.7366
0000,The site,2021-03-11,Thu,11,Mar,2021-03,2021,3Premium,3.3990,1231.92,951.08,0.7720
0000,The site,2021-03-12,Fri,11,Mar,2021-03,2021,1Regular,2.8590,7701.16,2135.90,0.2773
0000,The site,2021-03-12,Fri,11,Mar,2021-03,2021,2Mid-Grade,3.3590,516.42,386.00,0.7475
0000,The site,2021-03-12,Fri,11,Mar,2021-03,2021,3Premium,3.4590,1269.89,990.56,0.7800
0000,The site,2021-03-13,Sat,11,Mar,2021-03,2021,1Regular,2.8590,8213.12,2118.75,0.2580
0000,The site,2021-03-13,Sat,11,Mar,2021-03,2021,2Mid-Grade,3.3590,592.98,428.82,0.7232
0000,The site,2021-03-13,Sat,11,Mar,2021-03,2021,3Premium,3.4590,1629.97,1223.66,0.7507
0000,The site,2021-03-14,Sun,12,Mar,2021-03,2021,1Regular,2.8590,7649.64,1844.68,0.2411
0000,The site,2021-03-14,Sun,12,Mar,2021-03,2021,2Mid-Grade,3.3590,518.25,364.35,0.7030
0000,The site,2021-03-14,Sun,12,Mar,2021-03,2021,3Premium,3.4590,1393.58,1010.81,0.7253
0000,The site,2021-03-15,Mon,12,Mar,2021-03,2021,1Regular,2.8590,6567.63,1553.76,0.2366
0000,The site,2021-03-15,Mon,12,Mar,2021-03,2021,2Mid-Grade,3.3590,407.26,286.30,0.7030
0000,The site,2021-03-15,Mon,12,Mar,2021-03,2021,3Premium,3.4590,952.27,690.86,0.7255
0000,The site,2021-03-16,Tue,12,Mar,2021-03,2021,1Regular,2.8590,6709.10,1708.02,0.2546
0000,The site,2021-03-16,Tue,12,Mar,2021-03,2021,2Mid-Grade,3.3590,550.57,390.90,0.7100
0000,The site,2021-03-16,Tue,12,Mar,2021-03,2021,3Premium,3.4590,1034.42,739.81,0.7152
0000,The site,2021-03-17,Wed,12,Mar,2021-03,2021,1Regular,2.8590,7353.44,1645.68,0.2238
0000,The site,2021-03-17,Wed,12,Mar,2021-03,2021,2Mid-Grade,3.3590,433.31,290.66,0.6708
0000,The site,2021-03-17,Wed,12,Mar,2021-03,2021,3Premium,3.4590,1208.64,806.25,0.6671
0000,The site,2021-03-18,Thu,12,Mar,2021-03,2021,1Regular,2.7990,7121.73,1604.67,0.2253
0000,The site,2021-03-18,Thu,12,Mar,2021-03,2021,2Mid-Grade,3.2990,367.62,243.74,0.6630
0000,The site,2021-03-18,Thu,12,Mar,2021-03,2021,3Premium,3.3990,1287.93,848.45,0.6588
0000,The site,2021-03-19,Fri,12,Mar,2021-03,2021,1Regular,2.7990,8840.80,2479.47,0.2805
0000,The site,2021-03-19,Fri,12,Mar,2021-03,2021,2Mid-Grade,3.2990,486.71,347.31,0.7136
0000,The site,2021-03-19,Fri,12,Mar,2021-03,2021,3Premium,3.3990,1204.78,810.42,0.6727
0000,The site,2021-03-20,Sat,12,Mar,2021-03,2021,1Regular,2.7990,8872.14,2766.58,0.3118
0000,The site,2021-03-20,Sat,12,Mar,2021-03,2021,2Mid-Grade,3.2990,541.74,404.19,0.7461
0000,The site,2021-03-20,Sat,12,Mar,2021-03,2021,3Premium,3.3990,1622.36,1138.99,0.7021
0000,The site,2021-03-21,Sun,13,Mar,2021-03,2021,1Regular,2.7990,8994.35,3011.50,0.3348
0000,The site,2021-03-21,Sun,13,Mar,2021-03,2021,2Mid-Grade,3.2990,491.19,376.17,0.7658
0000,The site,2021-03-21,Sun,13,Mar,2021-03,2021,3Premium,3.3990,1666.20,1202.33,0.7216
0000,The site,2021-03-22,Mon,13,Mar,2021-03,2021,1Regular,2.7990,7766.83,2731.97,0.3517
0000,The site,2021-03-22,Mon,13,Mar,2021-03,2021,2Mid-Grade,3.2990,420.75,327.83,0.7792
0000,The site,2021-03-22,Mon,13,Mar,2021-03,2021,3Premium,3.3990,1216.96,902.20,0.7414
0000,The site,2021-03-23,Tue,13,Mar,2021-03,2021,1Regular,2.7990,6996.79,2292.44,0.3276
0000,The site,2021-03-23,Tue,13,Mar,2021-03,2021,2Mid-Grade,3.2990,417.96,318.78,0.7627
0000,The site,2021-03-23,Tue,13,Mar,2021-03,2021,3Premium,3.3990,1075.47,787.49,0.7322
0000,The site,2021-03-24,Wed,13,Mar,2021-03,2021,2Mid-Grade,3.2590,288.80,228.76,0.7921
