StoreNo,StationAddress,BusDate,DayName,Week,Month,Period,Year,Account,RetailPrice,SalesUnits,GrossProfit,RawMargin
0000,The site,2021-01-21,Thu,4,Jan,2021-01,2021,2Mid-Grade,2.7990,370,254,0.6850
0000,The site,2021-01-21,Thu,4,Jan,2021-01,2021,3Premium,2.8990,"1,146",830,0.7236
0000,The site,2021-01-22,Fri,4,Jan,2021-01,2021,1Regular,2.2990,"8,164","1,798",0.2202
0000,The site,2021-01-22,Fri,4,Jan,2021-01,2021,2Mid-Grade,2.7990,528,364,0.6893
0000,The site,2021-01-22,Fri,4,Jan,2021-01,2021,3Premium,2.8990,"1,202",862,0.7175
0000,The site,2021-01-23,Sat,4,Jan,2021-01,2021,1Regular,2.2990,"8,981","1,899",0.2115
0000,The site,2021-01-23,Sat,4,Jan,2021-01,2021,2Mid-Grade,2.7990,641,440,0.6871
0000,The site,2021-01-23,Sat,4,Jan,2021-01,2021,3Premium,2.8990,"1,475","1,058",0.7175
0000,The site,2021-01-24,Sun,5,Jan,2021-01,2021,1Regular,2.2990,"8,625","1,852",0.2148
0000,The site,2021-01-24,Sun,5,Jan,2021-01,2021,2Mid-Grade,2.7990,381,261,0.6851
0000,The site,2021-01-24,Sun,5,Jan,2021-01,2021,3Premium,2.8990,"1,397","1,006",0.7200
0000,The site,2021-01-25,Mon,5,Jan,2021-01,2021,1Regular,2.2990,"7,339","1,562",0.2128
0000,The site,2021-01-25,Mon,5,Jan,2021-01,2021,2Mid-Grade,2.7990,339,223,0.6584
0000,The site,2021-01-25,Mon,5,Jan,2021-01,2021,3Premium,2.8990,"1,105",782,0.7076
0000,The site,2021-01-26,Tue,5,Jan,2021-01,2021,1Regular,2.2990,"6,359","1,292",0.2031
0000,The site,2021-01-26,Tue,5,Jan,2021-01,2021,2Mid-Grade,2.7990,388,246,0.6348
0000,The site,2021-01-26,Tue,5,Jan,2021-01,2021,3Premium,2.8990,909,653,0.7185
0000,The site,2021-01-27,Wed,5,Jan,2021-01,2021,1Regular,2.2990,"7,218","1,424",0.1973
0000,The site,2021-01-27,Wed,5,Jan,2021-01,2021,2Mid-Grade,2.7990,461,310,0.6719
0000,The site,2021-01-27,Wed,5,Jan,2021-01,2021,3Premium,2.8990,"1,383",960,0.6940
0000,The site,2021-01-28,Thu,5,Jan,2021-01,2021,1Regular,2.2990,"7,265","1,445",0.1989
0000,The site,2021-01-28,Thu,5,Jan,2021-01,2021,2Mid-Grade,2.7990,409,274,0.6689
0000,The site,2021-01-28,Thu,5,Jan,2021-01,2021,3Premium,2.8990,"1,170",813,0.6943
0000,The site,2021-01-29,Fri,5,Jan,2021-01,2021,1Regular,2.2990,"10,979","2,105",0.1918
0000,The site,2021-01-29,Fri,5,Jan,2021-01,2021,2Mid-Grade,2.7990,619,406,0.6552
0000,The site,2021-01-29,Fri,5,Jan,2021-01,2021,3Premium,2.8990,"1,586","1,088",0.6864
0000,The site,2021-01-30,Sat,5,Jan,2021-01,2021,1Regular,2.2990,"13,943","2,876",0.2062
0000,The site,2021-01-30,Sat,5,Jan,2021-01,2021,2Mid-Grade,2.7990,767,516,0.6728
0000,The site,2021-01-30,Sat,5,Jan,2021-01,2021,3Premium,2.8990,"2,313","1,617",0.6992
0000,The site,2021-01-31,Sun,6,Jan,2021-01,2021,1Regular,2.2990,"3,495",745,0.2131
0000,The site,2021-01-31,Sun,6,Jan,2021-01,2021,2Mid-Grade,2.7990,187,127,0.6808
0000,The site,2021-01-31,Sun,6,Jan,2021-01,2021,3Premium,2.8990,628,446,0.7105
0000,The site,2021-02-01,Mon,6,Feb,2021-02,2021,1Regular,2.2990,"3,925",846,0.2155
0000,The site,2021-02-01,Mon,6,Feb,2021-02,2021,2Mid-Grade,2.7990,244,166,0.6808
0000,The site,2021-02-01,Mon,6,Feb,2021-02,2021,3Premium,2.8990,412,292,0.7096
0000,The site,2021-02-02,Tue,6,Feb,2021-02,2021,1Regular,2.2990,"5,147","1,029",0.1999
0000,The site,2021-02-02,Tue,6,Feb,2021-02,2021,2Mid-Grade,2.7990,178,119,0.6679
0000,The site,2021-02-02,Tue,6,Feb,2021-02,2021,3Premium,2.8990,749,525,0.7004
0000,The site,2021-02-03,Wed,6,Feb,2021-02,2021,1Regular,2.2990,"5,901","1,186",0.2010
0000,The site,2021-02-03,Wed,6,Feb,2021-02,2021,2Mid-Grade,2.7990,418,279,0.6681
0000,The site,2021-02-03,Wed,6,Feb,2021-02,2021,3Premium,2.8990,869,609,0.7003
0000,The site,2021-02-04,Thu,6,Feb,2021-02,2021,1Regular,2.2990,"7,379","1,140",0.1545
0000,The site,2021-02-04,Thu,6,Feb,2021-02,2021,2Mid-Grade,2.7990,400,250,0.6254
0000,The site,2021-02-04,Thu,6,Feb,2021-02,2021,3Premium,2.8990,"1,146",759,0.6623
0000,The site,2021-02-05,Fri,6,Feb,2021-02,2021,1Regular,2.2990,"9,199","1,353",0.1470
0000,The site,2021-02-05,Fri,6,Feb,2021-02,2021,2Mid-Grade,2.7990,604,375,0.6206
0000,The site,2021-02-05,Fri,6,Feb,2021-02,2021,3Premium,2.8990,"1,571","1,040",0.6623
0000,The site,2021-02-06,Sat,6,Feb,2021-02,2021,1Regular,2.2990,"11,606","1,661",0.1431
0000,The site,2021-02-06,Sat,6,Feb,2021-02,2021,2Mid-Grade,2.7990,517,317,0.6138
0000,The site,2021-02-06,Sat,6,Feb,2021-02,2021,3Premium,2.8990,"1,988","1,298",0.6529
0000,The site,2021-02-07,Sun,7,Feb,2021-02,2021,1Regular,2.2990,"5,114",678,0.1325
0000,The site,2021-02-07,Sun,7,Feb,2021-02,2021,2Mid-Grade,2.7990,324,197,0.6070
0000,The site,2021-02-07,Sun,7,Feb,2021-02,2021,3Premium,2.8990,997,642,0.6446
0000,The site,2021-02-08,Mon,7,Feb,2021-02,2021,1Regular,2.2990,"7,073",950,0.1343
0000,The site,2021-02-08,Mon,7,Feb,2021-02,2021,2Mid-Grade,2.7990,541,327,0.6051
0000,The site,2021-02-08,Mon,7,Feb,2021-02,2021,3Premium,2.8990,"1,182",757,0.6402
0000,The site,2021-02-09,Tue,7,Feb,2021-02,2021,1Regular,2.2990,"8,610","1,156",0.1343
0000,The site,2021-02-09,Tue,7,Feb,2021-02,2021,2Mid-Grade,2.7990,485,294,0.6051
0000,The site,2021-02-09,Tue,7,Feb,2021-02,2021,3Premium,2.8990,"1,317",843,0.6402
0000,The site,2021-02-10,Wed,7,Feb,2021-02,2021,1Regular,2.2990,"9,160","1,104",0.1205
0000,The site,2021-02-10,Wed,7,Feb,2021-02,2021,2Mid-Grade,2.7990,578,342,0.5912
0000,The site,2021-02-10,Wed,7,Feb,2021-02,2021,3Premium,2.8990,"1,240",782,0.6304
0000,The site,2021-02-11,Thu,7,Feb,2021-02,2021,1Regular,2.2990,"7,055",877,0.1244
0000,The site,2021-02-11,Thu,7,Feb,2021-02,2021,2Mid-Grade,2.7990,385,229,0.5960
0000,The site,2021-02-11,Thu,7,Feb,2021-02,2021,3Premium,2.8990,"1,022",645,0.6310
0000,The site,2021-02-12,Fri,7,Feb,2021-02,2021,1Regular,2.2990,"9,744","1,246",0.1279
0000,The site,2021-02-12,Fri,7,Feb,2021-02,2021,2Mid-Grade,2.7990,446,266,0.5971
0000,The site,2021-02-12,Fri,7,Feb,2021-02,2021,3Premium,2.8990,"1,517",956,0.6300
0000,The site,2021-02-13,Sat,7,Feb,2021-02,2021,1Regular,2.2990,"5,965",662,0.1110
0000,The site,2021-02-13,Sat,7,Feb,2021-02,2021,2Mid-Grade,2.7990,201,118,0.5861
0000,The site,2021-02-13,Sat,7,Feb,2021-02,2021,3Premium,2.8990,"1,103",694,0.6286
0000,The site,2021-02-14,Sun,8,Feb,2021-02,2021,1Regular,2.2990,"8,426",890,0.1056
0000,The site,2021-02-14,Sun,8,Feb,2021-02,2021,2Mid-Grade,2.7990,359,207,0.5776
0000,The site,2021-02-14,Sun,8,Feb,2021-02,2021,3Premium,2.8990,"1,091",674,0.6178
0000,The site,2021-02-15,Mon,8,Feb,2021-02,2021,1Regular,2.2990,"9,339","1,109",0.1187
0000,The site,2021-02-15,Mon,8,Feb,2021-02,2021,2Mid-Grade,2.7990,585,348,0.5949
0000,The site,2021-02-15,Mon,8,Feb,2021-02,2021,3Premium,2.8990,"1,027",652,0.6346
0000,The site,2021-02-16,Tue,8,Feb,2021-02,2021,1Regular,2.3390,"8,005","1,122",0.1401
0000,The site,2021-02-16,Tue,8,Feb,2021-02,2021,2Mid-Grade,2.8390,468,291,0.6222
0000,The site,2021-02-16,Tue,8,Feb,2021-02,2021,3Premium,2.9390,"1,299",854,0.6571
0000,The site,2021-02-17,Wed,8,Feb,2021-02,2021,1Regular,2.3590,"11,655","1,546",0.1326
0000,The site,2021-02-17,Wed,8,Feb,2021-02,2021,2Mid-Grade,2.8590,733,434,0.5915
0000,The site,2021-02-17,Wed,8,Feb,2021-02,2021,3Premium,2.9590,"1,616","1,090",0.6743
0000,The site,2021-02-18,Thu,8,Feb,2021-02,2021,1Regular,2.4390,"3,052",420,0.1376
0000,The site,2021-02-18,Thu,8,Feb,2021-02,2021,2Mid-Grade,2.9390,132,82,0.6210
0000,The site,2021-02-18,Thu,8,Feb,2021-02,2021,3Premium,3.0390,282,198,0.7015
0000,The site,2021-02-19,Fri,8,Feb,2021-02,2021,1Regular,2.4390,"6,643",919,0.1384
0000,The site,2021-02-19,Fri,8,Feb,2021-02,2021,2Mid-Grade,2.9390,434,281,0.6464
0000,The site,2021-02-19,Fri,8,Feb,2021-02,2021,3Premium,3.0390,924,677,0.7329
0000,The site,2021-02-20,Sat,8,Feb,2021-02,2021,1Regular,2.4390,"9,020","1,221",0.1354
0000,The site,2021-02-20,Sat,8,Feb,2021-02,2021,2Mid-Grade,2.9390,564,352,0.6247
0000,The site,2021-02-20,Sat,8,Feb,2021-02,2021,3Premium,3.0390,"1,247",838,0.6719
0000,The site,2021-02-21,Sun,9,Feb,2021-02,2021,1Regular,2.4390,"8,901","1,275",0.1432
0000,The site,2021-02-21,Sun,9,Feb,2021-02,2021,2Mid-Grade,2.9390,530,332,0.6263
0000,The site,2021-02-21,Sun,9,Feb,2021-02,2021,3Premium,3.0390,"1,550","1,058",0.6825
0000,The site,2021-02-22,Mon,9,Feb,2021-02,2021,1Regular,2.4990,"6,521",944,0.1448
0000,The site,2021-02-22,Mon,9,Feb,2021-02,2021,2Mid-Grade,2.9990,344,214,0.6213
0000,The site,2021-02-22,Mon,9,Feb,2021-02,2021,3Premium,3.0990,"1,054",704,0.6684
0000,The site,2021-02-23,Tue,9,Feb,2021-02,2021,1Regular,2.5990,"7,205","1,491",0.2069
0000,The site,2021-02-23,Tue,9,Feb,2021-02,2021,2Mid-Grade,3.0990,465,320,0.6875
0000,The site,2021-02-23,Tue,9,Feb,2021-02,2021,3Premium,3.1990,"1,241",909,0.7328
0000,The site,2021-02-24,Wed,9,Feb,2021-02,2021,1Regular,2.5990,"7,159","1,583",0.2212
0000,The site,2021-02-24,Wed,9,Feb,2021-02,2021,2Mid-Grade,3.0990,453,315,0.6947
0000,The site,2021-02-24,Wed,9,Feb,2021-02,2021,3Premium,3.1990,"1,285",965,0.7505
0000,The site,2021-02-25,Thu,9,Feb,2021-02,2021,1Regular,2.6590,"7,003","1,843",0.2632
0000,The site,2021-02-25,Thu,9,Feb,2021-02,2021,2Mid-Grade,3.1590,546,404,0.7393
0000,The site,2021-02-25,Thu,9,Feb,2021-02,2021,3Premium,3.2590,"1,209",949,0.7851
0000,The site,2021-02-26,Fri,9,Feb,2021-02,2021,1Regular,2.6590,"7,943","2,079",0.2617
0000,The site,2021-02-26,Fri,9,Feb,2021-02,2021,2Mid-Grade,3.1590,325,238,0.7333
0000,The site,2021-02-26,Fri,9,Feb,2021-02,2021,3Premium,3.2590,"1,149",895,0.7786
0000,The site,2021-02-27,Sat,9,Feb,2021-02,2021,1Regular,2.6590,"8,647","2,513",0.2906
0000,The site,2021-02-27,Sat,9,Feb,2021-02,2021,2Mid-Grade,3.1590,526,403,0.7655
0000,The site,2021-02-27,Sat,9,Feb,2021-02,2021,3Premium,3.2590,"1,319","1,037",0.7863
0000,The site,2021-02-28,Sun,10,Feb,2021-02,2021,1Regular,2.6590,"7,492","2,181",0.2911
0000,The site,2021-02-28,Sun,10,Feb,2021-02,2021,2Mid-Grade,3.1590,390,297,0.7607
0000,The site,2021-02-28,Sun,10,Feb,2021-02,2021,3Premium,3.2590,"1,219",965,0.7916
0000,The site,2021-03-01,Mon,10,Mar,2021-03,2021,1Regular,2.6990,"7,629","2,260",0.2963
0000,The site,2021-03-01,Mon,10,Mar,2021-03,2021,2Mid-Grade,3.1990,424,313,0.7393
0000,The site,2021-03-01,Mon,10,Mar,2021-03,2021,3Premium,3.2990,"1,202",940,0.7823
0000,The site,2021-03-02,Tue,10,Mar,2021-03,2021,1Regular,3.5590,"7,030","2,104",0.2993
0000,The site,2021-03-02,Tue,10,Mar,2021-03,2021,2Mid-Grade,4.0590,362,277,0.7632
0000,The site,2021-03-02,Tue,10,Mar,2021-03,2021,3Premium,4.2590,"1,159",919,0.7925
0000,The site,2021-03-03,Wed,10,Mar,2021-03,2021,2Mid-Grade,3.2590,482,391,0.8122
0000,The site,2021-03-03,Wed,10,Mar,2021-03,2021,3Premium,3.3590,"1,113",940,0.8447
0000,The site,2021-03-03,Wed,10,Mar,2021-03,2021,1Regular,2.7590,"6,454","2,201",0.3411
0000,The site,2021-03-04,Thu,10,Mar,2021-03,2021,2Mid-Grade,3.2590,464,370,0.7976
0000,The site,2021-03-04,Thu,10,Mar,2021-03,2021,3Premium,3.3590,"1,051",866,0.8238
0000,The site,2021-03-04,Thu,10,Mar,2021-03,2021,1Regular,2.7590,"7,287","2,405",0.3300
0000,The site,2021-03-05,Fri,10,Mar,2021-03,2021,2Mid-Grade,3.2590,589,469,0.7967
0000,The site,2021-03-05,Fri,10,Mar,2021-03,2021,3Premium,3.3590,"1,292","1,038",0.8033
0000,The site,2021-03-05,Fri,10,Mar,2021-03,2021,1Regular,2.7590,"7,905","2,626",0.3322
0000,The site,2021-03-06,Sat,10,Mar,2021-03,2021,2Mid-Grade,3.2590,722,556,0.7704
0000,The site,2021-03-06,Sat,10,Mar,2021-03,2021,3Premium,3.3590,"1,489","1,226",0.8231
0000,The site,2021-03-06,Sat,10,Mar,2021-03,2021,1Regular,2.7590,"8,905","2,683",0.3013
0000,The site,2021-03-07,Sun,11,Mar,2021-03,2021,2Mid-Grade,3.2590,528,394,0.7464
0000,The site,2021-03-07,Sun,11,Mar,2021-03,2021,3Premium,3.3590,"1,382","1,062",0.7688
0000,The site,2021-03-07,Sun,11,Mar,2021-03,2021,1Regular,2.7590,"8,469","2,396",0.2829
0000,The site,2021-03-08,Mon,11,Mar,2021-03,2021,2Mid-Grade,3.2590,339,250,0.7362
0000,The site,2021-03-08,Mon,11,Mar,2021-03,2021,3Premium,3.3590,"1,166",870,0.7463
0000,The site,2021-03-08,Mon,11,Mar,2021-03,2021,1Regular,2.7590,"6,950","1,939",0.2790
0000,The site,2021-03-09,Tue,11,Mar,2021-03,2021,2Mid-Grade,3.2590,402,296,0.7365
0000,The site,2021-03-09,Tue,11,Mar,2021-03,2021,3Premium,3.3590,"1,234",909,0.7369
0000,The site,2021-03-09,Tue,11,Mar,2021-03,2021,1Regular,2.7590,"7,309","2,085",0.2853
0000,The site,2021-03-10,Wed,11,Mar,2021-03,2021,2Mid-Grade,3.2590,500,371,0.7431
0000,The site,2021-03-10,Wed,11,Mar,2021-03,2021,3Premium,3.3590,"1,083",822,0.7593
0000,The site,2021-03-10,Wed,11,Mar,2021-03,2021,1Regular,2.7590,"7,085","2,130",0.3006
0000,The site,2021-03-11,Thu,11,Mar,2021-03,2021,1Regular,2.7990,"7,354","1,934",0.2629
0000,The site,2021-03-11,Thu,11,Mar,2021-03,2021,2Mid-Grade,3.2990,453,333,0.7366
0000,The site,2021-03-11,Thu,11,Mar,2021-03,2021,3Premium,3.3990,"1,232",951,0.7720
0000,The site,2021-03-12,Fri,11,Mar,2021-03,2021,1Regular,2.8590,"7,701","2,136",0.2773
0000,The site,2021-03-12,Fri,11,Mar,2021-03,2021,2Mid-Grade,3.3590,516,386,0.7475
0000,The site,2021-03-12,Fri,11,Mar,2021-03,2021,3Premium,3.4590,"1,270",991,0.7800
0000,The site,2021-03-13,Sat,11,Mar,2021-03,2021,1Regular,2.8590,"8,213","2,119",0.2580
0000,The site,2021-03-13,Sat,11,Mar,2021-03,2021,2Mid-Grade,3.3590,593,429,0.7232
0000,The site,2021-03-13,Sat,11,Mar,2021-03,2021,3Premium,3.4590,"1,630","1,224",0.7507
0000,The site,2021-03-14,Sun,12,Mar,2021-03,2021,1Regular,2.8590,"7,650","1,845",0.2411
0000,The site,2021-03-14,Sun,12,Mar,2021-03,2021,2Mid-Grade,3.3590,518,364,0.7030
0000,The site,2021-03-14,Sun,12,Mar,2021-03,2021,3Premium,3.4590,"1,394","1,011",0.7253
0000,The site,2021-03-15,Mon,12,Mar,2021-03,2021,1Regular,2.8590,"6,568","1,554",0.2366
0000,The site,2021-03-15,Mon,12,Mar,2021-03,2021,2Mid-Grade,3.3590,407,286,0.7030
0000,The site,2021-03-15,Mon,12,Mar,2021-03,2021,3Premium,3.4590,952,691,0.7255
0000,The site,2021-03-16,Tue,12,Mar,2021-03,2021,1Regular,2.8590,"6,709","1,708",0.2546
0000,The site,2021-03-16,Tue,12,Mar,2021-03,2021,2Mid-Grade,3.3590,551,391,0.7100
0000,The site,2021-03-16,Tue,12,Mar,2021-03,2021,3Premium,3.4590,"1,034",740,0.7152
0000,The site,2021-03-17,Wed,12,Mar,2021-03,2021,1Regular,2.8590,"7,353","1,646",0.2238
0000,The site,2021-03-17,Wed,12,Mar,2021-03,2021,2Mid-Grade,3.3590,433,291,0.6708
0000,The site,2021-03-17,Wed,12,Mar,2021-03,2021,3Premium,3.4590,"1,209",806,0.6671
0000,The site,2021-03-18,Thu,12,Mar,2021-03,2021,1Regular,2.7990,"7,122","1,605",0.2253
0000,The site,2021-03-18,Thu,12,Mar,2021-03,2021,2Mid-Grade,3.2990,368,244,0.6630
0000,The site,2021-03-18,Thu,12,Mar,2021-03,2021,3Premium,3.3990,"1,288",848,0.6588
0000,The site,2021-03-19,Fri,12,Mar,2021-03,2021,1Regular,2.7990,"8,841","2,479",0.2805
0000,The site,2021-03-19,Fri,12,Mar,2021-03,2021,2Mid-Grade,3.2990,487,347,0.7136
0000,The site,2021-03-19,Fri,12,Mar,2021-03,2021,3Premium,3.3990,"1,205",810,0.6727
0000,The site,2021-03-20,Sat,12,Mar,2021-03,2021,1Regular,2.7990,"8,872","2,767",0.3118
0000,The site,2021-03-20,Sat,12,Mar,2021-03,2021,2Mid-Grade,3.2990,542,404,0.7461
0000,The site,2021-03-20,Sat,12,Mar,2021-03,2021,3Premium,3.3990,"1,622","1,139",0.7021
0000,The site,2021-03-21,Sun,13,Mar,2021-03,2021,1Regular,2.7990,"8,994","3,012",0.3348
0000,The site,2021-03-21,Sun,13,Mar,2021-03,2021,2Mid-Grade,3.2990,491,376,0.7658
0000,The site,2021-03-21,Sun,13,Mar,2021-03,2021,3Premium,3.3990,"1,666","1,202",0.7216
0000,The site,2021-03-22,Mon,13,Mar,2021-03,2021,1Regular,2.7990,"7,767","2,732",0.3517
0000,The site,2021-03-22,Mon,13,Mar,2021-03,2021,2Mid-Grade,3.2990,421,328,0.7792
0000,The site,2021-03-22,Mon,13,Mar,2021-03,2021,3Premium,3.3990,"1,217",902,0.7414
0000,The site,2021-03-23,Tue,13,Mar,2021-03,2021,1Regular,2.7990,"6,997","2,292",0.3276
0000,The site,2021-03-23,Tue,13,Mar,2021-03,2021,2Mid-Grade,3.2990,418,319,0.7627
0000,The site,2021-03-23,Tue,13,Mar,2021-03,2021,3Premium,3.3990,"1,075",787,0.7322
0000,The site,2021-03-24,Wed,13,Mar,2021-03,2021,2Mid-Grade,3.2590,289,229,0.7921
0000,The site,2021-03-24,Wed,13,Mar,2021-03,2021,3Premium,3.3590,895,691,0.7714
0000,The site,2021-03-24,Wed,13,Mar,2021-03,2021,1Regular,2.7590,"6,875","2,446",0.3558
0000,The site,2021-03-25,Thu,13,Mar,2021-03,2021,2Mid-Grade,3.2590,477,364,0.7630
0000,The site,2021-03-25,Thu,13,Mar,2021-03,2021,3Premium,3.3590,"1,254",958,0.7641
0000,The site,2021-03-25,Thu,13,Mar,2021-03,2021,1Regular,2.7590,"7,629","2,729",0.3577
0000,The site,2021-03-26,Fri,13,Mar,2021-03,2021,2Mid-Grade,3.2590,600,480,0.8002
0000,The site,2021-03-26,Fri,13,Mar,2021-03,2021,3Premium,3.3590,"1,405","1,097",0.7807
0000,The site,2021-03-26,Fri,13,Mar,2021-03,2021,1Regular,2.7590,"9,006","3,192",0.3544
0000,The site,2021-03-27,Sat,13,Mar,2021-03,2021,2Mid-Grade,3.2590,599,456,0.7609
0000,The site,2021-03-27,Sat,13,Mar,2021-03,2021,3Premium,3.3590,"1,519","1,174",0.7731
0000,The site,2021-03-27,Sat,13,Mar,2021-03,2021,1Regular,2.7590,"9,289","2,925",0.3148
